title,lccn,start_year,end_year,frequency,frequency_normalized,language,place,place_of_publication
The McKinney gazette. [volume],sn86089756,1886,1906,Weekly,Weekly,English,Texas-Collin-McKinney,"McKinney, Tex."
The McKinney messenger.,sn86089231,1858,1874,Weekly,Weekly,English,Texas-Collin-McKinney,"McKinney, Tex."
McKinney weekly Democrat-gazette. [volume],sn86089757,1920,1999,Weekly,Weekly,English,Texas-Collin-McKinney,"McKinney, Tex."
McKinney weekly enquirer. [volume],sn86089868,1870,1899,Weekly,Weekly,English,Texas-Collin-McKinney,"McKinney, Tex."
The McLean news. [volume],sn86088829,1904,1985,Weekly,Weekly,English,Texas-Gray-McLean,"McLean, Tex."
Lynn County news. [volume],sn86089654,1903,1999,Weekly,Weekly,English,Texas-Lynn-Tahoka,"Tahoka, Tex."
The Lyons enterprise.,sn88083675,1917,9999,Weekly,Weekly,English,Texas-Burleson-Lyons,"Lyons, Tex."
Lyons weekly ledger. [volume],sn86089261,1897,1897,Weekly,Weekly,English,Texas-Burleson-Lyons,"Lyons, Tex."
The Lytle herald.,sn87090613,1900,9999,Semiweekly,Semiweekly,English,Texas-Atascosa-Lytle,"Lytle, Tex."
The Mabank banner.,sn87090717,1900,9999,Weekly,Weekly,English,Texas-Kaufman-Mabank,"Mabank, Tex."
The Mabank mascot.,sn87090716,1905,9999,Weekly,Weekly,English,Texas-Kaufman-Mabank,"Mabank, Tex."
The Mabank weekly banner.,sn88083773,1908,1999,Weekly,Weekly,English,Texas-Kaufman-Mabank,"Mabank, Tex."
al-Mada¯r = al-Madar newspaper.,2004222843,1900,9999,Biweekly,Semimonthly,Arabic,Texas-Harris-Houston,"Tinley Park, IL."
The Manor community news. [volume],sn86090343,1924,1925,Semimonthly,Semimonthly,English,Texas-Travis-Manor,"Manor, Tex."
Manor free press.,sn91066206,1899,1999,Weekly,Weekly,English,Texas-Travis-Manor,"Manor, Tex."
The Mansfield hawkeye. [volume],sn86090166,1894,1896,Weekly,Weekly,English,Texas-Tarrant-Mansfield,"Mansfield, Tex."
The Mansfield messenger.,sn88083918,1800,1999,Weekly,Weekly,English,Texas-Tarrant-Mansfield,"Mansfield, Tex."
Mansfield news-mirror. [volume],sn83004717,1900,9999,Semiweekly,Semiweekly,English,Texas-Johnson-Mansfield|Texas-Tarrant-Mansfield,"Mansfield, Tex."
The Mansfield news.,sn88083352,1800,1999,Weekly,Weekly,English,Texas-Tarrant-Mansfield,"Mansfield, Tex."
al-Mara¯ya¯.,2003223329,2000,9999,Biweekly,Semimonthly,Arabic,Texas-Harris-Houston,Hiyu¯stu¯n
Marble Falls messenger. [volume],sn86090172,1906,1999,Weekly,Weekly,English,Texas-Burnet-Marble Falls,"Marble Falls, Tex."
Marble Falls standard.,sn86090189,1893,1999,Weekly,Weekly,English,Texas-Burnet-Marble Falls,"Marble Falls, Tex."
The Marfa independent and the Big Bend sentinel. [volume],sn87090109,1984,1992,Weekly,Weekly,English,Texas-Presidio-Marfa,"Marfa, Tex."
The Marfa independent.,sn87090102,1983,1984,Weekly,Weekly,English,Texas-Presidio-Marfa,"Marfa, Tex."
The Marfa star.,sn93068226,1916,1999,Semiweekly,Semiweekly,English,Texas-Presidio-Marfa,"Marfa, Tex."
Marfa town talk.,sn87090101,1913,1999,Weekly,Weekly,English,Texas-Presidio-Marfa,"Marfa, Tex."
Marfacts.,sn86090786,1943,1945,Weekly,Weekly,English,Texas-Presidio-Marfa,"Marfa, Tex."
The Marion County courier. [volume],sn86089594,1937,1999,Weekly,Weekly,English,Texas-Marion-Jefferson,"Jefferson, Tex."
The Marion County news. [volume],sn86089593,1912,1999,Weekly,Weekly,English,Texas-Marion-Jefferson,"Jefferson, Tex."
The Marlin ball. [volume],sn85033376,1800,1899,Weekly,Weekly,English,Texas-Falls-Marlin,"Marlin, Tex."
The Marlin ball.,sn91072513,1905,1905,Weekly,Weekly,English,Texas-Falls-Marlin,"Marlin, Tex."
Marlin daily democrat.,sn83009111,1965,1989,Daily (except Saturdays and certain holidays),Daily,English,Texas-Falls-Marlin,"Marlin, Tex."
The Marlin Democrat.,sn86089975,1891,1999,Semiweekly,Semiweekly,English,Texas-Falls-Marlin,"Marlin, Tex."
Marlin democrat.,sn89008478,1989,9999,Semiweekly,Semiweekly,English,Texas-Falls-Marlin,"[Marlin, Tex."
The Marlin telegram. [volume],sn86089731,1872,9999,Weekly,Weekly,English,Texas-Falls-Marlin,"Marlin, Tex."
Maroon weekly. [volume],2016263100,2004,9999,Weekly (during academic sessions),Weekly,English,Texas-Brazos-College Station,"College Station, Texas"
Maroon weekly. [online resource],2016263101,2004,9999,Weekly (during academic sessions),Weekly,English,Texas-Brazos-College Station,"College Station, Texas"
The Marshall evening messenger. [volume],sn86089871,1900,1937,Daily (except Sat. and Sun.),Daily,English,Texas-Harrison-Marshall,"Marshall, Tex."
The Marshall meridian and Pacific railroad advocate. [volume],sn86089718,1853,9999,NA,Missing,English,Texas-Harrison-Marshall,"Marshall, Tex."
The Marshall messenger.,sn86064225,1877,1999,Semiweekly,Semiweekly,English,Texas-Harrison-Marshall,"Marshall, Tex."
Marshall messenger.,sn88083935,1906,1999,Daily,Daily,English,Texas-Harrison-Marshall,"Marshall, Tex."
The Marshall morning news.,sn86089870,1899,1999,Daily,Daily,English,Texas-Harrison-Marshall,"Marshall, Tex."
The Marshall morning news.,sn86089881,1919,1937,Daily (except Sun. and Mon.),Daily,English,Texas-Harrison-Marshall,"Marshall, Tex."
Marshall news messenger.,sn86064226,1000,1999,Daily (except Sat.),Daily,English,Texas-Harrison-Marshall,"Marshall, Tex."
Marshall semi-weekly messenger.,sn88083925,1000,1999,Semiweekly,Semiweekly,English,Texas-Harrison-Marshall,"Marshall, Tex."
The Mainland messenger.,sn87090340,1913,1915,Weekly,Weekly,English,Texas-Galveston-Dickinson,"Dickinson, Tex."
The Mainland times. [volume],sn86089438,1959,9999,Weekly,Weekly,English,Texas-Galveston-La Marque,"La Marque, Tex."
The Mainland times. [volume],sn86089439,1947,1953,Weekly,Weekly,English,Texas-Galveston-La Marque,"La Marque, Tex."
The Malakoff news.,sn88083755,1912,9999,Weekly,Weekly,English,Texas-Henderson-Malakoff,"Malakoff, Tex."
The Mangum star.,sn87090032,1887,1999,Weekly,Weekly,English,Texas-Greer-Mangum,"Mangum, Tex. [Okla.]"
The Manhattan Heights and West Texas times. [volume],sn86089778,1965,1969,Weekly,Weekly,English,Texas-Lubbock-Lubbock,"Lubbock, Tex."
The Manhattan Heights times. [volume],sn86089648,1961,1965,Weekly,Weekly,English,Texas-Lubbock-Lubbock,"Lubbock, Tex."
The Observer/enterprise.,sn84006867,1984,9999,Weekly (except Christmas),Weekly,English,Texas-Coke-Robert Lee,"Robert Lee, Coke County, Tex."
Obzor. [volume],sn84024135,1891,1914,Weekly,Weekly,Czech,Texas-Lavaca-Hallettsville,"Hallettsville, Tex."
Ochiltree County herald.,sn86088958,1918,1968,Weekly,Weekly,English,Texas-Ochiltree-Perryton,"Perryton, Tex."
Ochiltree County times.,sn87090997,1800,1999,Weekly,Weekly,English,Texas-Ochiltree-Ochiltree|Texas-Ochiltree-Perryton,"Ochiltree, Tex."
The Ochiltree eagle.,sn86089103,1906,1999,Weekly,Weekly,English,Texas-Ochiltree-Perryton,"Perryton, Tex."
The Ochiltree news.,sn86089101,1900,1999,Weekly,Weekly,English,Texas-Ochiltree-Perryton,"Perryton, Tex."
The Ochiltree star.,sn86089113,1903,1999,Weekly,Weekly,English,Texas-Ochiltree-Perryton,"Perryton, Tex."
The Ochiltree times.,sn86088009,1888,1899,Weekly,Weekly,English,Texas-Ochiltree-Perryton,"Perryton, Tex."
The Odell reporter.,sn86088984,1911,9999,Weekly,Weekly,English,Texas-Wilbarger-Odell,"Odell, Tex."
The Odem review.,sn88083825,1934,9999,Weekly,Weekly,English,Texas-San Patricio-Odem,"Odem, Tex."
The Odem star.,sn88083824,1929,9999,Weekly,Weekly,English,Texas-San Patricio-Odem,"Odem, Tex."
The Odem-Edroy times.,sn88084119,1948,9999,Weekly,Weekly,English,Texas-San Patricio-Edroy|Texas-San Patricio-Odem,"Odem, Tex."
The Odessa American. [volume],sn86088970,1940,9999,Daily,Daily,English,Texas-Ector-Odessa,"Odessa, Tex."
The Odessa herald. [volume],sn86089889,1911,9999,Weekly,Weekly,English,Texas-Ector-Odessa,"Odessa, Tex."
The Odessa morning herald.,sn86090632,1947,1999,Daily,Daily,English,Texas-Ector-Odessa,"Odessa, Tex."
The Odessa news and the Ector County news.,sn86090657,1926,1999,Weekly,Weekly,English,Texas-Ector-Odessa,"Odessa, Tex."
The Odessa news-times. [volume],sn86089510,1925,1940,Daily (except Sat.),Daily,English,Texas-Ector-Odessa,"Odessa, Tex."
The Odessa times.,sn86090654,1959,9999,Weekly,Weekly,English,Texas-Ector-Odessa,"Odessa, Tex."
The Odessa times.,sn86090656,1927,1999,Weekly,Weekly,English,Texas-Ector-Odessa,"Odessa, Tex."
The Odessan : a monthly news and shopping magazine. [volume],sn86090798,1964,1980,NA,Missing,English,Texas-Ector-Odessa,"Odessa, Tex."
Norton's daily union intelligencer. [volume],sn86071132,1881,1883,Daily (except Sunday),Daily,English,Texas-Dallas-Dallas,"Dallas, Tex."
Norton's union intelligencer. [volume],sn84022280,1867,1898,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Norton's union intelligencer. [volume],sn86071131,1883,1885,Daily (except Sunday),Daily,English,Texas-Dallas-Dallas,"Dallas, Tex."
Norton's union intelligencer.,sn87090710,1860,1899,Weekly,Weekly,English,Texas-Marion-Jefferson,"Jefferson, Tex."
Notas de Kingsville. [volume],sn86089732,1943,1961,Weekly,Weekly,English|Spanish,Texas-Kleberg-Kingsville,"Kingsville, Tex."
Notes from the underground. [microfilm reel],2003252455,1965,1968,Semimonthly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Notes from the underground.,sn87091028,1965,1968,Semimonthly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, TX"
Notes on pot. [microfilm reel],2003252456,1968,1968,Semimonthly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Las noticias. [online resource],2015238573,1899,1999,Weekly,Weekly,Spanish,Texas-El Paso-El Paso,"El Paso, Tex."
Las noticias.,sn87055527,1899,1999,Weekly,Weekly,Spanish,Texas-El Paso-El Paso,"El Paso, Tex."
Novedades = News. [volume],2009240635,1900,9999,Weekly,Weekly,Spanish,Texas-Dallas-Dallas,"Dallas, Tex."
Las novedades. [volume],sn86089481,1935,9999,Weekly,Weekly,Spanish,Texas-Kleberg-Kingsville,"Kingsville, Tex."
Novy´ domov. [volume],sn83045337,1895,1999,Semiweekly,Semiweekly,Czech,Texas-Lavaca-Hallettsville,"Hallettsville, Tex."
Nowiny Texaskie.,sn00062197,1914,1999,Weekly,Weekly,Polish,Texas-Bexar-San Antonio,"San Antonio, Tx."
Nueces County news.,sn87090707,1938,9999,Weekly,Weekly,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
The Nueces County record*star. [volume],sn93068257,1988,9999,Weekly,Weekly,English,Texas-Nueces-Corpus Christi|Texas-Nueces-Robstown,"Robstown, Corpus Christi, Nueces County, Tex."
The Nueces River news. [volume],sn94059121,1977,1999,NA,Missing,English,Texas-Real-Camp Wood,"Camp Wood, Tex."
Nueces Valley weekly.,sn87090201,1800,9999,Weekly,Weekly,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
The Nueces valley. [volume],sn86088550,1870,9999,Weekly,Weekly,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
The Nueces valley. [volume],sn86088551,1849,1999,Weekly,Weekly,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
El nuevo heraldo.,2009240597,2001,9999,Daily (except Saturday),Daily,English,Texas-Cameron-Brownsville,"Brownsville, Tex."
O'Donnell index-press.,sn86088996,1943,9999,Weekly,Weekly,English,Texas-Lynn-O'Donnell,"O'Donnell, Tex."
The O'Donnell index.,sn86088997,1923,1999,Weekly,Weekly,English,Texas-Lynn-O'Donnell,"O'Donnell, Tex."
O'Donnell press and the O'Donnell index.,sn86088995,1941,9999,Weekly,Weekly,English,Texas-Lynn-O'Donnell,"O'Donnell, Tex."
The O'Donnell press.,sn86088994,1934,1999,Weekly,Weekly,English,Texas-Lynn-O'Donnell,"O'Donnell, Tex."
The Oak Cliff tribune.,sn86090711,1903,9999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The Oak Cliff tribunes advertiser.,sn88083662,1900,1983,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The Northern standard. [volume],sn86088609,1842,1852,Weekly,Weekly,English,Texas-Red River-Clarksville,"Clarksville, Tex."
Northern standard.,sn87091126,1800,9999,NA,Missing,English,Texas-Red River-Clarksville,"Clarksville, Tex."
The Northside recorder.,sn88083554,1954,1984,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Northwest sentinel.,sn88083141,1900,9999,Weekly,Weekly,English,Texas-Tarrant-Saginaw,"Saginaw, Tex."
Norton's daily intelligencer. [volume],sn86071133,1876,1881,Daily (except Sunday),Daily,English,Texas-Dallas-Dallas,"Dallas, Tex."
Nord Texas Presse. [volume],sn86088876,1892,9999,Semiweekly,Semiweekly,English|German,Texas-Dallas-Dallas,"Dallas, Tex."
The Nordheim view.,sn86089880,1902,1999,Weekly,Weekly,English,Texas-De Witt-Nordheim,"Nordheim, Tex."
The Normal star.,sn87090733,1911,1999,Weekly,Weekly,English,Texas-Hays-San Marcos,"San Marcos, Tex."
The Normangee star.,sn88083767,1912,9999,Weekly,Weekly,English,Texas-Leon-Normangee,"Normangee, Tex."
Normolyte.,sn86090606,1942,1999,Semimonthly,Semimonthly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The North Texan. [volume],sn84022302,1868,1899,Weekly,Weekly,English,Texas-Lamar-Paris,"Paris, Tex."
North Texas Catholic.,sn87090825,1985,9999,"Weekly (except biweekly June-Aug., and the Friday after Christmas)",Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The North Texas daily.,sn88083234,1970,9999,Daily,Daily,English,Texas-Denton-Denton,"North Texas State University, Denton, Tex."
North Texas enterprise. [volume],sn83021338,1870,1876,Weekly,Weekly,English,Texas-Fannin-Bonham,"Bonham, Tex."
North Texas farmer.,sn86089884,1887,9999,Weekly,Weekly,English,Texas-Lamar-Paris,"Paris, Tex."
The North Texas press.,sn88083003,1900,9999,Weekly,Weekly,English,Texas-Grayson-Sherman,"Sherman, Tex."
Northeast news.,sn87090884,1900,9999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
Northeast recorder-times.,sn88083577,1900,9999,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The oil belt news. [volume],sn86088840,1918,1999,Weekly,Weekly,English,Texas-Eastland-Eastland,"Eastland, Tex."
Oil city Afro-American. [online resource],2014254013,1898,1999,Weekly,Weekly,English,Texas-Navarro-Corsicana,"Corsicana, Tex."
Oil city Afro-American. [volume],sn83026367,1898,1999,Weekly,Weekly,English,Texas-Navarro-Corsicana,"Corsicana, Tex."
The Oil City visitor.,sn86064240,1908,9999,Semiweekly,Semiweekly,English,Texas-Hardin-Sour Lake,"Sour Lake, Tex."
The Oil field journal.,sn86089042,1981,9999,Monthly,Monthly,English,Texas-Ector-Odessa,"Odessa, Tex."
The oil gazette.,sn86089050,1921,1999,Weekly,Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The oil news. [volume],sn90051939,1927,1999,Semimonthly,Semimonthly,English,Texas-Potter-Amarilo,"Amarillo, Tex."
The Old capitol. [volume],sn86088590,1887,1899,Weekly,Weekly,English,Texas-Brazoria-West Columbia,"Columbia [i.e. West Columbia], Tex."
The old flag. [volume],sn86079005,1864,1864,NA,Missing,English,Texas-Smith-Tyler,"Camp Ford, Tyler, Smith Co., Tex."
North city news. [volume],sn87090865,1983,9999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
North County messenger.,sn88083140,1981,9999,Weekly,Weekly,English,Texas-Tarrant-Saginaw,"Saginaw, Tex."
The North Dallas journal.,sn87090866,1900,9999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
North Dallas times.,sn87090867,1900,9999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The North Fort Worth news.,sn86089053,1911,1986,Weekly,Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
North Fort Worth Sunday news and Southwestern farmer and breeder.,sn98063270,1910,1999,Weekly,Weekly,English,Texas-Tarrant-North Fort Worth,"North Fort Worth, Tex."
The North hills news.,sn87090764,1986,9999,Weekly,Weekly,English,Texas-Tarrant-North Richland Hills,"North Richland Hills, Tex."
North Plains press and shopper.,sn86090690,1960,1961,Weekly,Weekly,English,Texas-Moore-Dumas,"Dumas, Tex."
The North Plains press.,sn86090691,1961,9999,Weekly,Weekly,English,Texas-Moore-Dumas,"Dumas, Tex."
The North Plains progress.,sn86088040,1924,1999,NA,Missing,English,Texas-Moore-Dumas,"Dumas, Tex."
The North San Antonio times.,sn87090994,1971,9999,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
Oak Hill review.,sn87090914,1972,1979,Weekly,Weekly,English,Texas-Travis-Oak Hill,"Oak Hill, Tex."
Oak Lawn banner.,sn87090843,1000,9999,Monthly,Monthly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The Oakville tribune. [volume],sn84022079,1874,1899,Weekly,Weekly,English,Texas-Live Oak-Oakville,"Oakville, Tex."
Oakwood oracle.,sn88083802,1900,9999,Weekly,Weekly,English,Texas-Leon-Oakwood,"Oakwood, Tex."
The Oakwoods sun. [volume],sn86089854,1899,9999,Weekly,Weekly,English,Texas-Leon-Oakwood|Texas-Leon-Oakwoods,"Oakwoods, Tex."
El Obrero del area de Houston.,sn87090892,1975,9999,Weekly,Weekly,Spanish,Texas-Harris-Houston,"Houston, Tex."
El observador fronterizo. [volume],sn86088918,1886,1999,Weekly,Weekly,Spanish,Texas-El Paso-El Paso,"El Paso del Norte, Tex."
Observer of East Montgomery County.,sn88083037,1980,9999,Semiweekly,Semiweekly,English,Texas-Harris-Humble,"Humble, Tex."
Observer of Humble.,sn88083035,1900,9999,Weekly,Weekly,English,Texas-Harris-Humble,"Humble, Tex."
Old ironsides' monthly. [volume],sn86089369,1947,9999,Monthly,Monthly,English,Texas-Walker-Huntsville,"Houston, Tex."
The Olden advance. [volume],sn86088841,1920,1920,Weekly,Weekly,English,Texas-Eastland-Olden,"Olden, Tex."
The Oldham County news. [volume],sn86089119,1916,9999,Weekly,Weekly,English,Texas-Oldham-Vega,"Vega, Tex."
The Olney enterprise. [volume],sn86088981,1910,9999,Weekly,Weekly,English,Texas-Young-Olney,"Olney, Tex."
The Olton enterprise. [volume],sn86089878,1926,9999,Weekly,Weekly,English,Texas-Lamb-Olton,"Olton, Tex."
The Omaha breeze. [volume],sn86090393,1896,9999,Weekly,Weekly,English,Texas-Morris-Omaha,"Omaha, Tex."
Once-a-week. [volume],sn86088139,1879,1999,Weekly,Weekly,English,Texas-Burnet-Burnet,"Burnet, Tex."
Junction citizen-light.,sn88083305,1917,1918,Weekly,Weekly,English,Texas-Kimble-Junction,"Junction, Tex."
The Junction City clipper. [volume],sn86089621,1884,1999,Weekly,Weekly,English,Texas-Kimble-Junction|Texas-Kimble-Junction City,"Junction, Tex."
The Junction eagle and citizen-light.,sn88083278,1919,1919,Weekly,Weekly,English,Texas-Kimble-Junction,"Junction, Tex."
The Junction eagle. [volume],sn86090570,1883,1919,NA,Missing,English,Texas-Kimble-Junction,"Junction, Tex."
The Junction eagle. [volume],sn94059123,1919,9999,Weekly,Weekly,English,Texas-Kimble-Junction,"Junction, Kimble County, Tex."
The Junior brand.,sn86090624,1909,1999,Weekly,Weekly,English,Texas-Deaf Smith-Hereford,"Hereford, Tex."
The Junior ranger.,sn88083634,1900,9999,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Junior statesman.,sn87090922,1927,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
Justice.,sn87090395,1903,9999,Weekly,Weekly,English,Texas-McLennan-Waco,"Waco, Tex."
La justicia. [online resource],2009254423,1893,9999,Weekly,Weekly,Spanish,Texas-El Paso-El Paso,"El Paso, Tex."
The Iowa guardsman. [volume],sn85049695,1916,1999,Weekly,Weekly,English,Texas-Cameron-Brownsville,"Brownsville, Tex."
The Iowa Park herald.,sn86090164,1908,1999,Weekly,Weekly,English,Texas-Wichita-Iowa Park,"Iowa Park, Tex."
The Iowa Park leader.,sn87091017,1969,9999,Weekly,Weekly,English,Texas-Wichita-Iowa Park,"Iowa Park, Tex."
Iowa Park register.,sn86090162,1898,1908,Weekly,Weekly,English,Texas-Wichita-Iowa Park,"Iowa Park, Tex."
Iowa Park rocket.,sn88083254,1961,9999,Weekly,Weekly,English,Texas-Wichita-Iowa Park,"Iowa Park, Tex."
Iowa Park Texan and Wichita County center.,sn91072536,1889,1999,NA,Missing,English,Texas-Wichita-Iowa Park,"Iowa Park, Wichita County, Tex."
The Iraan news. [volume],sn86088813,1946,9999,Weekly,Weekly,English,Texas-Pecos-Iraan,"Iraan, Tex."
The Iredell index. [volume],sn86089389,1901,9999,NA,Missing,English,Texas-Bosque-Iredell,"Iredell, Tex."
Iredell times.,sn87090782,1000,9999,Weekly,Weekly,English,Texas-Bosque-Iredell,"Iredell, Tex."
Ireland enterprise.,sn87091186,1917,9999,Weekly,Weekly,English,Texas-Coryell-Ireland,"Ireland, Tex."
Irion County advertiser. [volume],sn86089428,1901,1999,Weekly,Weekly,English,Texas-Irion-Sherwood,"Sherwood, Tex."
The Iron-clad.,sn86090080,1888,1999,Weekly,Weekly,English,Texas-Cherokee-Rusk,"Rusk, Tex."
The Irving daily news Texan. [volume],sn86089487,1960,9999,Daily (except Mon.),Daily,English,Texas-Dallas-Irving,"Irving, Tex."
